customer_id,purchase_date,product_category,product_quantity,purchase_amount,return,customer_name,customer_age,customer_gender,call_category,call_reason,call_date,agent,supervisor,manager,employment_length,csat_score
8086,6/26/2023 9:21,books,5,1445,0,Angel Harris,39,Male,,,,,,,,
48175,1/25/2023 22:30,books,5,2246,0,Nancy Riley,51,Male,,,,,,,,
48175,4/26/2023 1:50,electronics,2,937,0,Nancy Riley,51,Male,,,,,,,,
42500,4/2/2023 20:43,electronics,3,1314,0,Jasmine Miller,43,Female,,,,,,,,
45465,8/10/2023 21:17,electronics,1,3378,0,Patrick Baker,58,Female,,,,,,,,
18433,4/15/2023 15:46,books,2,2318,0,Joshua Wallace,60,Male,,,,,,,,
44513,7/25/2023 23:33,books,3,4583,0,Michael Perry,21,Female,,,,,,,,
7805,7/18/2023 13:04,books,5,5070,0,Shawn Reynolds,35,Female,,,,,,,,
10762,6/26/2023 17:52,home,2,827,0,Ashley Burton,60,Male,,,,,,,,
46183,1/23/2023 16:06,books,3,1268,0,Christopher Hawkins,69,Female,,,,,,,,
41953,8/2/2023 3:16,books,3,4198,0,Amber Lara,69,Female,,,,,,,,
48259,7/30/2023 0:09,home,1,4807,0,Melanie Taylor,42,Female,,,,,,,,
353,7/2/2023 17:08,electronics,5,1871,0,Jessica Gardner,33,Female,,,,,,,,
15543,5/9/2023 19:55,books,3,1088,0,Robert Hopkins,57,Male,,,,,,,,
42327,4/13/2023 18:09,electronics,1,4444,0,Matthew Hill DVM,20,Female,,,,,,,,
24863,9/9/2023 0:34,home,3,2521,0,Jordan Moore,43,Male,,,,,,,,
42859,9/9/2023 12:38,books,1,2643,0,Kenneth Soto,68,Female,,,,,,,,
42859,8/21/2023 5:49,books,5,1643,0,Kenneth Soto,68,Female,,,,,,,,
1364,4/13/2023 12:35,electronics,3,4620,0,Melissa Molina,24,Female,,,,,,,,
3494,4/12/2023 14:19,home,2,4150,0,Jessica Jimenez MD,51,Female,,,,,,,,
3494,8/5/2023 20:25,books,3,4017,0,Jessica Jimenez MD,51,Female,,,,,,,,
27690,9/3/2023 2:23,books,4,699,0,John Juarez,57,Female,,,,,,,,
39126,5/14/2023 6:10,books,1,3754,0,Erica Duncan,61,Male,,,,,,,,
21954,2/14/2023 14:26,electronics,2,3644,0,Chad Blair,21,Female,,,,,,,,
18400,9/2/2023 12:22,electronics,2,3857,0,Shelly Dorsey,36,Male,,,,,,,,
48711,4/15/2023 11:53,books,5,2025,0,Michael Baker,65,Female,,,,,,,,
7090,5/31/2023 5:23,home,2,2258,0,Andrew West,37,Female,,,,,,,,
5837,1/18/2023 9:44,books,2,3326,0,Gary Wilson,68,Male,,,,,,,,
4487,8/6/2023 5:33,electronics,2,3826,0,Heather Jones,34,Female,,,,,,,,
6795,6/16/2023 10:00,home,1,3584,0,Jon Lynch,65,Male,,,,,,,,
6320,3/17/2023 4:06,books,1,1591,0,Tiffany Tanner,25,Male,,,,,,,,
9798,3/17/2023 17:30,home,4,3043,0,Beverly Martin,19,Female,,,,,,,,
14425,6/26/2023 0:22,electronics,5,2401,0,Sarah Young,54,Male,,,,,,,,
14425,8/17/2023 21:47,books,1,3663,0,Sarah Young,54,Male,,,,,,,,
14425,5/26/2023 1:47,books,5,3731,0,Sarah Young,54,Male,,,,,,,,
4098,9/3/2023 16:33,books,5,1043,0,Sarah Garrett,52,Female,,,,,,,,
33471,6/26/2023 2:50,home,2,2889,0,Valerie Brooks,30,Female,,,,,,,,
33471,3/28/2023 3:33,home,1,3621,0,Valerie Brooks,30,Female,,,,,,,,
38837,3/27/2023 4:05,electronics,4,3574,0,James Warren,54,Female,,,,,,,,
22451,6/3/2023 16:56,books,3,646,0,Julie Scott,52,Female,,,,,,,,
22451,4/16/2023 14:26,books,2,899,0,Julie Scott,52,Female,,,,,,,,
48283,6/19/2023 11:48,books,1,3134,0,John Wilcox,50,Female,,,,,,,,
48313,5/10/2023 13:11,electronics,5,5039,0,John Simpson,19,Female,,,,,,,,
7832,4/8/2023 12:07,home,4,4308,0,Angela Porter,43,Male,,,,,,,,
19150,5/23/2023 8:30,books,2,2237,0,Michael Moore,20,Male,,,,,,,,
19150,5/15/2023 20:15,electronics,3,4819,0,Michael Moore,20,Male,,,,,,,,
45612,9/13/2023 10:35,books,2,1855,0,Brandon Lee,49,Male,,,,,,,,
45612,4/21/2023 15:34,electronics,3,4670,0,Brandon Lee,49,Male,,,,,,,,
43648,6/5/2023 3:39,home,2,4158,0,Sydney Mcguire,35,Female,,,,,,,,
6460,5/20/2023 23:42,books,2,4655,0,Tyler Fernandez,56,Male,,,,,,,,
37543,7/28/2023 7:02,books,3,690,0,Paul Hicks,23,Female,,,,,,,,
4919,6/5/2023 5:04,electronics,3,4176,0,Michael Jimenez,20,Male,,,,,,,,
47129,5/29/2023 16:52,electronics,2,3289,0,Erin Ewing,41,Male,,,,,,,,
47129,3/16/2023 3:31,electronics,1,3521,0,Erin Ewing,41,Male,,,,,,,,
28317,5/22/2023 14:44,home,5,1249,0,Candice Pierce,51,Male,,,,,,,,
4576,1/25/2023 9:08,home,1,2234,0,Jennifer Diaz,40,Female,,,,,,,,
4576,7/14/2023 17:03,electronics,1,4535,0,Jennifer Diaz,40,Female,,,,,,,,
41933,7/2/2023 3:20,books,3,424,0,Rachel Morgan,69,Female,,,,,,,,
27530,4/14/2023 3:22,books,4,2981,0,Karina Proctor,40,Female,,,,,,,,
22092,1/19/2023 14:05,home,3,214,0,Mrs. Melissa Hernandez,30,Female,,,,,,,,
40530,3/11/2023 23:25,electronics,5,4003,0,Anthony Pearson,56,Male,,,,,,,,
46942,4/28/2023 20:13,home,3,5126,0,Anna Martin,62,Female,,,,,,,,
46942,8/6/2023 19:10,books,3,3685,0,Anna Martin,62,Female,,,,,,,,
30365,1/23/2023 15:02,home,2,4048,0,Megan Bates,64,Male,,,,,,,,
19502,5/5/2023 3:06,books,5,2754,0,Travis Garcia,70,Female,,,,,,,,
28667,3/14/2023 17:46,home,5,988,0,Mitchell Bryan,67,Male,,,,,,,,
44907,3/19/2023 21:36,books,5,4499,0,Gregory Ramsey,30,Male,,,,,,,,
23706,2/9/2023 21:33,electronics,4,1573,0,Kelly Sanchez,40,Male,,,,,,,,
30960,2/14/2023 4:06,books,5,342,0,Lisa Miller,25,Female,,,,,,,,
29541,8/4/2023 10:16,home,1,523,0,Christine Conway,43,Male,,,,,,,,
25522,4/19/2023 21:35,electronics,4,4536,0,Amanda Heath,33,Female,,,,,,,,
4563,8/7/2023 18:20,electronics,1,4663,0,Joshua Robinson,55,Male,,,,,,,,
4563,2/3/2023 22:29,electronics,3,4857,0,Joshua Robinson,55,Male,,,,,,,,
22230,7/18/2023 16:53,electronics,2,547,0,Christopher Barton,32,Female,,,,,,,,
32218,4/20/2023 6:19,home,4,1980,0,Gary Freeman,66,Male,,,,,,,,
14200,2/6/2023 6:59,electronics,5,5034,0,Alisha Juarez,62,Female,,,,,,,,
14200,1/23/2023 9:42,home,5,1363,0,Alisha Juarez,62,Female,,,,,,,,
10112,6/30/2023 10:44,books,2,2859,0,Christopher Armstrong,31,Male,,,,,,,,
31367,1/12/2023 17:09,home,4,1825,0,Stephanie Peters,54,Male,,,,,,,,
32820,2/3/2023 17:45,home,1,2820,0,Michael Mcdaniel,58,Male,,,,,,,,
516,2/18/2023 19:44,home,3,1645,0,Evan Arias,35,Male,,,,,,,,
16322,4/18/2023 0:20,electronics,3,3852,0,Lisa Sanchez,41,Female,,,,,,,,
22062,6/30/2023 3:57,electronics,4,604,0,Lisa Sanchez,40,Male,,,,,,,,
22062,5/15/2023 0:56,home,2,1020,0,Lisa Sanchez,40,Male,,,,,,,,
22062,6/4/2023 5:50,books,4,4340,0,Lisa Sanchez,40,Male,,,,,,,,
47531,2/6/2023 2:44,home,3,4757,0,Steven Cochran,42,Female,,,,,,,,
32198,1/9/2023 21:50,home,4,3881,0,Catherine Jordan,24,Male,,,,,,,,
32198,9/2/2023 7:34,electronics,3,574,0,Catherine Jordan,24,Male,,,,,,,,
47567,2/7/2023 14:12,home,5,561,0,Luis Rogers,54,Male,,,,,,,,
29947,4/27/2023 3:49,books,3,4102,0,Brandon Brooks,63,Female,,,,,,,,
33577,5/4/2023 3:22,home,3,4938,0,Jessica Morris,54,Male,,,,,,,,
42926,6/5/2023 0:30,books,4,1141,0,Joanna Cooper,19,Female,,,,,,,,
42926,3/28/2023 20:00,home,5,4064,0,Joanna Cooper,19,Female,,,,,,,,
19900,2/6/2023 4:31,home,4,1947,0,Diana Baker,57,Female,,,,,,,,
7621,3/1/2023 15:40,books,2,3965,0,William Michael,27,Male,,,,,,,,
32089,3/17/2023 20:24,electronics,5,1156,0,Albert Suarez,44,Male,,,,,,,,
35836,5/8/2023 21:41,books,2,4403,0,Deborah Gonzales,25,Female,,,,,,,,
35432,3/31/2023 21:55,electronics,4,260,0,Joseph Dawson DDS,48,Male,,,,,,,,
47171,2/18/2023 22:42,books,1,3621,0,Brenda Goodman,50,Male,,,,,,,,
39751,5/7/2023 22:29,electronics,3,1592,0,Stacy Juarez,49,Female,,,,,,,,
2408,5/9/2023 7:39,home,1,4899,0,Anna Baker,43,Female,,,,,,,,
1276,2/9/2023 0:32,electronics,2,4409,0,Joseph Kelly,66,Male,,,,,,,,
27534,7/12/2023 8:50,electronics,2,1061,0,Karen Harris,59,Female,,,,,,,,
6058,3/31/2023 3:41,home,2,2936,0,Caleb Cruz,19,Female,,,,,,,,
16962,9/8/2023 13:58,books,4,2905,0,Rachel Blake,47,Female,,,,,,,,
16962,6/23/2023 11:27,home,2,1608,0,Rachel Blake,47,Female,,,,,,,,
13161,5/19/2023 1:18,books,2,1885,0,Ralph Vasquez,46,Male,,,,,,,,
34275,9/8/2023 2:09,electronics,1,3747,0,Donald Best,29,Female,,,,,,,,
33102,3/24/2023 23:45,books,2,4534,0,Victoria Smith,23,Male,,,,,,,,
27791,6/13/2023 16:15,home,2,3460,0,Deborah Nguyen,26,Male,,,,,,,,
45089,1/20/2023 14:45,electronics,1,3894,0,Richard Rose,25,Male,,,,,,,,
36668,8/28/2023 6:48,books,2,1917,0,Mr. Kevin Gray,41,Male,,,,,,,,
19977,1/11/2023 2:59,books,4,2372,0,Trevor Chavez,42,Male,,,,,,,,
15471,3/27/2023 6:12,home,4,3994,0,Rachel Guzman,45,Female,,,,,,,,
48573,2/21/2023 13:52,home,2,4025,0,Paul Campbell,27,Female,,,,,,,,
36163,7/28/2023 19:58,home,1,3882,0,Terri Vazquez,65,Female,,,,,,,,
32454,7/17/2023 7:11,electronics,3,3755,0,Maria Hunter,61,Male,,,,,,,,
17023,2/3/2023 2:09,electronics,1,2719,0,Hunter Ferguson,43,Male,,,,,,,,
41760,8/16/2023 21:14,home,3,2929,0,Javier Silva,25,Female,,,,,,,,
26143,4/17/2023 22:26,electronics,1,4098,0,Luis Moore,18,Male,,,,,,,,
48906,3/20/2023 14:32,electronics,3,4291,0,Michael Ferguson,37,Female,,,,,,,,
15476,6/18/2023 5:17,home,2,266,0,Kristin Marshall,48,Female,,,,,,,,
25893,4/9/2023 0:32,home,3,2853,0,Joshua Barajas,68,Male,,,,,,,,
25261,6/23/2023 15:10,electronics,2,2817,0,Tamara Reid,48,Male,,,,,,,,
32488,8/21/2023 3:02,electronics,1,421,0,Matthew Fuller,53,Male,,,,,,,,
31422,4/16/2023 0:08,electronics,1,1819,0,Stephanie West,50,Female,,,,,,,,
31422,3/26/2023 0:27,electronics,3,2670,0,Stephanie West,50,Female,,,,,,,,
43935,1/10/2023 6:43,home,1,683,0,Tony Gilmore,56,Female,,,,,,,,
49546,2/27/2023 4:45,books,2,2700,0,Amber Green,35,Female,,,,,,,,
43026,5/13/2023 18:38,electronics,2,4981,0,Joshua Park,70,Female,,,,,,,,
41326,7/17/2023 7:57,electronics,2,2629,0,Justin Jackson,35,Male,,,,,,,,
27494,5/28/2023 15:38,home,2,4648,0,Michael Brennan,59,Female,,,,,,,,
33757,5/27/2023 10:00,books,5,5038,0,Allison Price,33,Male,,,,,,,,
25095,8/12/2023 12:47,electronics,2,1526,0,Bryce Thomas,20,Male,,,,,,,,
25095,6/29/2023 10:04,home,4,3433,0,Bryce Thomas,20,Male,,,,,,,,
35731,5/7/2023 3:40,books,2,3617,0,George Hartman,29,Female,,,,,,,,
28427,9/13/2023 14:54,home,4,280,0,Ian Mercado,50,Male,,,,,,,,
277,4/26/2023 12:50,books,3,970,0,Jason Williams,28,Male,,,,,,,,
27832,7/12/2023 20:42,books,5,5093,0,Sean Fritz,39,Female,,,,,,,,
29736,5/27/2023 15:59,home,3,4909,0,Jasmine Wolf,56,Male,,,,,,,,
29736,7/29/2023 13:35,electronics,3,1810,0,Jasmine Wolf,56,Male,,,,,,,,
41493,3/24/2023 15:57,home,5,1269,0,James Logan,38,Male,,,,,,,,
17446,4/29/2023 3:34,electronics,1,3763,0,Becky Taylor,29,Female,,,,,,,,
37144,6/4/2023 4:59,home,3,1569,0,Trevor Bowen,19,Female,,,,,,,,
39457,4/6/2023 8:20,books,4,3604,0,Monica Ruiz,20,Female,,,,,,,,
39457,5/29/2023 17:09,home,4,3271,0,Monica Ruiz,20,Female,,,,,,,,
40210,9/6/2023 20:01,books,2,1410,0,Jacqueline Benson,35,Male,,,,,,,,
13861,5/4/2023 16:38,home,5,4017,0,Alexa Castaneda,60,Female,,,,,,,,
10512,8/5/2023 8:28,books,4,1208,0,Brooke Flores,47,Male,,,,,,,,
10512,7/14/2023 2:38,books,4,442,0,Brooke Flores,47,Male,,,,,,,,
19405,2/3/2023 16:21,books,5,625,0,Margaret Kelly,61,Male,,,,,,,,
1380,3/17/2023 3:27,books,5,1174,0,Jay Guzman,36,Male,,,,,,,,
12705,3/16/2023 8:29,books,3,4346,0,Alex Sawyer,22,Male,,,,,,,,
9947,7/24/2023 13:17,electronics,1,5021,0,Dr. Kyle Whitaker,60,Male,,,,,,,,
31123,7/16/2023 5:39,home,3,3120,0,Robert Carpenter,59,Female,,,,,,,,
38103,8/30/2023 14:50,electronics,1,3214,0,Holly Hansen,23,Male,,,,,,,,
19343,3/4/2023 7:40,home,3,1221,0,Amanda Gutierrez,29,Male,,,,,,,,
15186,3/7/2023 3:47,home,4,3965,0,Christina Wright,21,Male,,,,,,,,
5489,4/26/2023 0:30,electronics,4,1453,0,David Reed,56,Male,,,,,,,,
29887,1/30/2023 12:13,electronics,3,3989,0,Natasha Li,42,Female,,,,,,,,
722,3/27/2023 1:46,home,5,2855,0,Elaine Walker,20,Female,,,,,,,,
40420,4/19/2023 0:29,home,2,4629,0,Taylor Nelson,25,Male,,,,,,,,
40420,5/20/2023 23:28,electronics,3,2360,0,Taylor Nelson,25,Male,,,,,,,,
27581,7/30/2023 17:40,electronics,5,3385,0,Danielle Doyle,55,Female,,,,,,,,
37914,2/11/2023 23:45,books,4,828,0,Tanner Trujillo,30,Female,,,,,,,,
14386,9/8/2023 20:27,electronics,4,1080,0,Angela Scott,35,Male,,,,,,,,
1899,2/1/2023 15:08,books,3,2793,0,Matthew Dixon,68,Female,,,,,,,,
32319,8/30/2023 8:06,books,3,2236,0,Suzanne Zamora,23,Male,,,,,,,,
43690,4/30/2023 23:32,electronics,2,1943,0,Dominique Willis,58,Female,,,,,,,,
42774,7/16/2023 0:02,books,5,3515,0,Jerome Griffin,69,Male,,,,,,,,
47055,5/15/2023 22:48,books,1,1716,0,Daniel Lyons,28,Female,,,,,,,,
10732,1/19/2023 3:24,books,4,4667,0,Carly Bishop,66,Female,,,,,,,,
40024,1/21/2023 15:59,electronics,1,2578,0,Troy Price,62,Female,,,,,,,,
40024,4/16/2023 3:20,home,4,4871,0,Troy Price,62,Female,,,,,,,,
25115,2/25/2023 12:09,books,4,3654,0,Megan Castro,63,Male,,,,,,,,
24855,6/30/2023 3:43,home,2,1507,0,Amanda Stone,20,Male,,,,,,,,
24855,2/18/2023 16:34,home,1,4209,0,Amanda Stone,20,Male,,,,,,,,
28454,4/9/2023 11:32,books,3,2432,0,Nicole Petersen,59,Male,,,,,,,,
30024,8/31/2023 21:23,books,3,2459,0,Austin Woods,47,Female,,,,,,,,
45280,9/8/2023 6:35,electronics,3,3573,0,Christine Henry,37,Female,,,,,,,,
24719,8/9/2023 7:12,books,3,3131,0,Dustin Cruz MD,31,Male,,,,,,,,
40058,4/6/2023 18:41,books,4,4783,0,Edgar Wells,68,Female,,,,,,,,
44708,3/7/2023 22:37,books,3,3178,0,Joshua Mullins,59,Female,,,,,,,,
6682,8/28/2023 16:48,home,2,593,0,Dustin Burton,25,Female,,,,,,,,
31491,3/3/2023 2:58,books,5,1263,0,Robert Garcia,61,Female,,,,,,,,
5025,2/7/2023 2:45,home,2,1439,0,Tara Gordon,59,Female,,,,,,,,
5025,1/25/2023 17:23,electronics,4,3069,0,Tara Gordon,59,Female,,,,,,,,
40965,6/28/2023 17:09,home,2,5124,0,Suzanne Booth,53,Female,,,,,,,,
40965,1/9/2023 17:10,home,1,2627,0,Suzanne Booth,53,Female,,,,,,,,
31101,2/9/2023 5:24,home,2,382,0,Christy Rocha,62,Female,,,,,,,,
482,2/2/2023 16:03,electronics,1,1087,0,Renee Ramirez,68,Male,,,,,,,,
482,1/30/2023 1:06,home,5,2473,0,Renee Ramirez,68,Male,,,,,,,,
482,3/28/2023 21:04,electronics,2,516,0,Renee Ramirez,68,Male,,,,,,,,
4588,4/17/2023 19:02,books,1,1907,0,Anne Smith,61,Male,,,,,,,,
4588,3/1/2023 11:59,books,1,4406,0,Anne Smith,61,Male,,,,,,,,
8038,3/22/2023 22:34,home,3,293,0,Nathan Tucker,23,Male,,,,,,,,
29018,4/28/2023 21:43,home,4,1483,0,Holly Ellis,25,Female,,,,,,,,
49752,2/23/2023 13:24,electronics,4,2279,0,Nancy Mclaughlin,23,Male,,,,,,,,
49752,1/12/2023 19:25,home,1,4699,0,Nancy Mclaughlin,23,Male,,,,,,,,
19458,4/27/2023 23:26,books,2,2446,0,James Robertson,30,Female,,,,,,,,
14772,7/14/2023 7:13,books,3,2639,0,Mrs. Holly Pope,70,Male,,,,,,,,
14772,1/27/2023 23:30,books,2,1154,0,Mrs. Holly Pope,70,Male,,,,,,,,
5917,3/22/2023 10:35,books,4,4705,0,John Smith,56,Male,,,,,,,,
9198,4/7/2023 7:29,books,4,4000,0,Cindy Cook,38,Female,,,,,,,,
46156,2/3/2023 10:53,books,3,1409,0,Patrick Sanchez,55,Male,,,,,,,,
41160,8/1/2023 19:09,electronics,5,5197,0,Kevin Welch,65,Male,,,,,,,,
11423,8/22/2023 10:26,books,2,5125,0,Brandon Velasquez,38,Male,,,,,,,,
18803,7/14/2023 9:19,electronics,3,1095,0,Jeffrey Gardner,56,Male,,,,,,,,
1844,5/8/2023 17:24,books,4,3943,0,Jenna Roberts,59,Male,,,,,,,,
3578,2/7/2023 10:47,electronics,4,2183,0,Samuel Mata,51,Male,,,,,,,,
15494,6/8/2023 11:56,electronics,2,3495,0,Dr. Angela Smith,24,Female,,,,,,,,
43014,4/28/2023 11:51,home,1,2250,0,Diane Levy,59,Male,,,,,,,,
32168,6/25/2023 2:27,electronics,4,1026,0,Tiffany Smith,22,Female,,,,,,,,
25914,4/8/2023 22:24,electronics,4,3505,0,Karen Reese,55,Male,,,,,,,,
46104,1/22/2023 1:46,home,5,1308,0,Morgan King,41,Female,,,,,,,,
24088,6/8/2023 4:38,electronics,4,3700,0,Lisa Mcdowell,44,Female,,,,,,,,
9834,4/29/2023 7:47,home,3,4156,0,Alexis Williams,27,Male,,,,,,,,
125,8/8/2023 1:56,books,2,1573,0,Matthew Harrell,46,Female,,,,,,,,
3362,6/20/2023 18:55,home,5,1089,0,Amanda Hodges,48,Male,,,,,,,,
48178,2/26/2023 12:49,home,4,1954,0,Christine Bailey,58,Male,,,,,,,,
45932,6/21/2023 10:34,books,5,996,0,Brian Erickson,29,Male,,,,,,,,
45932,8/16/2023 15:57,books,3,787,0,Brian Erickson,29,Male,,,,,,,,
31534,2/27/2023 8:23,books,1,3248,0,Joseph Wang,35,Female,,,,,,,,
36849,8/1/2023 13:02,home,5,2232,0,Paul Santos,32,Female,,,,,,,,
31346,3/20/2023 0:14,books,2,374,0,Nathaniel Mueller,63,Male,,,,,,,,
21690,2/9/2023 23:55,home,2,1526,0,Matthew Coleman,33,Male,,,,,,,,
21690,7/8/2023 0:33,electronics,5,1523,0,Matthew Coleman,33,Male,,,,,,,,
28206,6/6/2023 5:01,home,1,2427,0,Charles Macias,62,Male,,,,,,,,
12730,2/27/2023 8:43,home,3,4197,0,Gina Davis,26,Male,,,,,,,,
19219,6/4/2023 0:52,electronics,2,2490,0,Mark Harris,36,Male,,,,,,,,
19219,7/16/2023 22:44,electronics,1,539,0,Mark Harris,36,Male,,,,,,,,
22803,8/15/2023 21:39,electronics,2,511,0,Christopher Wiley,50,Male,,,,,,,,
48706,4/13/2023 7:28,electronics,5,2673,0,Roberto Copeland,37,Female,,,,,,,,
24586,6/27/2023 0:44,home,2,609,0,Jason Gardner,56,Female,,,,,,,,
42956,3/29/2023 20:36,electronics,2,472,0,Shelly Edwards MD,68,Female,,,,,,,,
39089,2/4/2023 7:37,home,3,2274,0,Zachary Foster,62,Female,,,,,,,,
41178,1/20/2023 13:16,books,2,4802,0,Taylor Moore,24,Male,,,,,,,,
45458,3/9/2023 1:45,electronics,4,901,0,Cynthia Obrien,58,Male,,,,,,,,
6999,6/22/2023 11:45,books,5,324,0,Erin Dennis,54,Female,,,,,,,,
547,7/11/2023 8:02,electronics,3,1410,0,Holly Hall,19,Female,,,,,,,,
9745,6/29/2023 2:44,books,4,1232,0,Rachel Frank,65,Female,,,,,,,,
30812,7/27/2023 23:10,books,3,2972,0,Kristin Moore,24,Female,,,,,,,,
35555,1/9/2023 17:33,home,3,743,0,Luis Ramirez,19,Female,,,,,,,,
46398,6/18/2023 10:15,electronics,1,3824,0,Ryan Jones,32,Male,,,,,,,,
22680,8/7/2023 14:37,books,5,2507,0,Nicole Jones,38,Male,,,,,,,,
25617,9/1/2023 4:37,electronics,3,913,0,Kevin Meadows,31,Male,,,,,,,,
25617,3/21/2023 1:16,home,1,5060,0,Kevin Meadows,31,Male,,,,,,,,
25617,8/26/2023 1:37,home,2,4072,0,Kevin Meadows,31,Male,,,,,,,,
27119,9/5/2023 16:50,books,3,602,0,Lance Gomez,39,Female,,,,,,,,
25647,1/23/2023 11:38,electronics,3,1535,0,Travis Walker,50,Male,,,,,,,,
43745,7/15/2023 13:32,electronics,1,409,0,Mary Martinez,61,Male,,,,,,,,
43745,8/30/2023 14:55,home,1,4840,0,Mary Martinez,61,Male,,,,,,,,
34512,7/13/2023 23:31,electronics,4,2212,0,Matthew Delgado,57,Male,,,,,,,,
37461,7/22/2023 6:53,home,4,426,0,Kayla Jackson DDS,60,Male,,,,,,,,
30224,9/10/2023 23:48,home,2,3528,0,Jasmine Reed,69,Female,,,,,,,,
36198,7/11/2023 13:47,home,3,3544,0,Chris Daniels,22,Female,,,,,,,,
39677,8/31/2023 9:52,electronics,3,3608,0,Zachary Powell,24,Female,,,,,,,,
42688,6/5/2023 16:12,books,4,5180,0,Shawna Sharp,53,Male,,,,,,,,
18223,4/22/2023 2:56,home,4,4504,0,Jason Jones,46,Male,,,,,,,,
34323,6/14/2023 1:52,electronics,4,1976,0,Victoria Johnston,55,Female,,,,,,,,
21425,5/19/2023 16:53,electronics,3,1282,0,Dana Anderson,23,Female,,,,,,,,
21425,6/30/2023 5:43,electronics,5,2885,0,Dana Anderson,23,Female,,,,,,,,
47251,5/30/2023 12:35,home,4,383,0,Eric Wilson,61,Female,,,,,,,,
43539,8/7/2023 6:15,electronics,3,2143,0,Terry Jennings,61,Male,,,,,,,,
43539,2/25/2023 3:02,electronics,1,808,0,Terry Jennings,61,Male,,,,,,,,
32844,5/9/2023 14:36,home,5,4938,0,Pamela Pennington,42,Female,,,,,,,,
41608,8/4/2023 20:01,books,1,4705,0,Ryan Lopez,24,Male,,,,,,,,
45927,9/2/2023 2:04,home,1,460,0,Melissa Lambert,69,Male,,,,,,,,
38205,4/23/2023 11:25,home,1,1645,0,Kathleen Stanley,47,Male,,,,,,,,
30564,7/14/2023 21:15,electronics,3,2221,0,Emma Jones,62,Male,,,,,,,,
6774,8/21/2023 16:46,electronics,3,4871,0,Derrick Curtis,69,Female,,,,,,,,
10467,6/12/2023 18:11,electronics,3,2787,0,Jeremy Flores,31,Female,,,,,,,,
25630,3/21/2023 2:22,books,3,219,0,Brandon Shaw,20,Female,,,,,,,,
25630,1/12/2023 9:22,home,1,1236,0,Brandon Shaw,20,Female,,,,,,,,
19187,7/5/2023 17:34,home,3,4992,0,Connor Rose,30,Male,,,,,,,,
31394,8/24/2023 3:32,home,3,1430,0,Sheryl Hernandez,70,Male,,,,,,,,
